Data,Price,Voulme,Players,Events
07.08.2020,"43,99 zł",57688,932283,0
08.08.2020,"28,48 zł",48599,843194,0
09.08.2020,"22,20 zł",47728,853039,0
10.08.2020,"18,16 zł",45967,893174,0
11.08.2020,"16,25 zł",45196,899024,0
12.08.2020,"14,98 zł",43555,884995,0
13.08.2020,"14,23 zł",43070,876966,0
14.08.2020,"13,56 zł",46246,875455,0
15.08.2020,"13,25 zł",44554,854792,0
16.08.2020,"11,34 zł",47411,877467,0
17.08.2020,"10,01 zł",44304,868256,0
18.08.2020,"9,52 zł",48440,874622,0
19.08.2020,"9,70 zł",47738,876088,0
20.08.2020,"9,75 zł",45238,896082,0
21.08.2020,"9,53 zł",47635,880736,0
22.08.2020,"10,30 zł",46853,872493,0
23.08.2020,"9,09 zł",49366,900146,0
24.08.2020,"8,42 zł",49509,853676,0
25.08.2020,"7,90 zł",53898,870124,0
26.08.2020,"7,87 zł",48431,908704,0
27.08.2020,"7,58 zł",49525,887323,0
28.08.2020,"7,68 zł",51543,898136,0
29.08.2020,"7,58 zł",47715,884184,0
30.08.2020,"6,92 zł",50963,906097,0
31.08.2020,"6,38 zł",50976,888439,0
01.09.2020,"6,36 zł",45849,831180,0
02.09.2020,"6,55 zł",46272,835468,0
03.09.2020,"6,45 zł",44761,838798,0
04.09.2020,"6,66 zł",50004,893954,0
05.09.2020,"6,27 zł",49822,915371,0
06.09.2020,"5,81 zł",52068,921436,0
07.09.2020,"5,78 zł",47492,868058,0
08.09.2020,"5,56 zł",47045,881428,0
09.09.2020,"5,45 zł",48394,874879,0
10.09.2020,"5,81 zł",49090,883198,0
11.09.2020,"5,89 zł",52752,949174,0
12.09.2020,"5,93 zł",56072,980879,0
13.09.2020,"5,79 zł",52875,945582,0
14.09.2020,"5,67 zł",50716,877018,0
15.09.2020,"5,86 zł",50706,862722,0
16.09.2020,"5,99 zł",51649,838981,0
17.09.2020,"5,98 zł",47391,875989,0
18.09.2020,"5,93 zł",53882,933914,0
19.09.2020,"5,88 zł",58182,957983,0
20.09.2020,"5,57 zł",54431,927416,0
21.09.2020,"5,28 zł",49594,842803,0
22.09.2020,"5,17 zł",51432,842089,0
23.09.2020,"5,20 zł",51541,856608,0
24.09.2020,"5,19 zł",50498,830111,0
25.09.2020,"5,24 zł",56968,899225,0
26.09.2020,"4,98 zł",59816,892015,0
27.09.2020,"4,15 zł",62867,888767,0
28.09.2020,"3,72 zł",56351,809850,0
29.09.2020,"3,64 zł",58968,820539,0
30.09.2020,"3,72 zł",57990,858784,0
01.10.2020,"4,00 zł",59507,789179,0
02.10.2020,"4,05 zł",64938,870763,0
03.10.2020,"3,87 zł",65543,883089,0
04.10.2020,"3,75 zł",64935,904380,0
05.10.2020,"3,74 zł",58181,845419,0
06.10.2020,"3,79 zł",54526,828380,0
07.10.2020,"3,84 zł",57148,844690,0
08.10.2020,"3,95 zł",55674,825650,0
09.10.2020,"4,03 zł",60758,879815,0
10.10.2020,"4,00 zł",63035,927161,0
11.10.2020,"3,97 zł",60968,890485,0
12.10.2020,"3,86 zł",56964,823765,0
13.10.2020,"3,86 zł",54892,841109,0
14.10.2020,"3,86 zł",54239,867616,0
15.10.2020,"3,92 zł",53907,811378,0
16.10.2020,"3,97 zł",57271,921298,0
17.10.2020,"3,93 zł",64035,945280,0
18.10.2020,"3,76 zł",60667,942901,0
19.10.2020,"3,56 zł",53129,841530,0
20.10.2020,"3,39 zł",52251,853447,0
21.10.2020,"3,44 zł",57519,851483,0
22.10.2020,"3,50 zł",56468,869057,0
23.10.2020,"3,56 zł",61892,906202,0
24.10.2020,"3,54 zł",65099,943740,0
25.10.2020,"3,24 zł",61883,926943,0
26.10.2020,"3,03 zł",60004,870425,0
27.10.2020,"2,97 zł",58467,868925,0
28.10.2020,"2,94 zł",59984,894422,0
29.10.2020,"2,96 zł",61622,903157,0
30.10.2020,"3,03 zł",69660,951748,0
31.10.2020,"3,06 zł",66266,923784,0
01.11.2020,"3,04 zł",67356,938972,0
02.11.2020,"3,07 zł",47799,865559,0
03.11.2020,"3,02 zł",62412,892234,0
04.11.2020,"3,04 zł",62151,915539,0
05.11.2020,"3,06 zł",59766,900839,0
06.11.2020,"3,18 zł",65951,966137,0
07.11.2020,"3,37 zł",70370,988989,0
08.11.2020,"3,26 zł",65783,972546,0
09.11.2020,"3,08 zł",57902,891145,0
10.11.2020,"3,05 zł",60047,902533,0
11.11.2020,"3,06 zł",57391,892001,0
12.11.2020,"3,05 zł",57339,885755,0
13.11.2020,"3,05 zł",64769,980079,0
14.11.2020,"3,05 zł",67484,1011452,0
15.11.2020,"2,98 zł",62885,993613,0
16.11.2020,"2,79 zł",61097,910911,0
17.11.2020,"2,75 zł",63159,925392,0
18.11.2020,"2,67 zł",60255,926887,0
19.11.2020,"2,42 zł",61483,907302,0
20.11.2020,"2,51 zł",69307,1027398,0
21.11.2020,"2,59 zł",72118,1040051,0
22.11.2020,"2,56 zł",69088,1029560,0
23.11.2020,"2,44 zł",62138,935172,0
24.11.2020,"2,28 zł",58997,928674,0
25.11.2020,"2,22 zł",63869,907850,0
26.11.2020,"2,20 zł",69998,925227,0
27.11.2020,"2,31 zł",77220,957979,0
28.11.2020,"2,39 zł",79106,1032509,0
29.11.2020,"2,32 zł",70534,998892,0
30.11.2020,"2,26 zł",68594,911943,0
01.12.2020,"2,20 zł",62251,901058,0
02.12.2020,"2,28 zł",63089,906912,0
03.12.2020,"2,20 zł",65570,918924,1
04.12.2020,"1,08 zł",71543,1168240,0
05.12.2020,"1,13 zł",65130,1169661,0
06.12.2020,"1,06 zł",64713,1129059,0
07.12.2020,"1,04 zł",62203,1013570,0
08.12.2020,"1,00 zł",59916,985934,0
09.12.2020,"0,98 zł",58163,1008334,0
10.12.2020,"1,01 zł",61918,925996,0
11.12.2020,"1,04 zł",64818,971683,0
12.12.2020,"1,01 zł",67022,1089094,0
13.12.2020,"0,95 zł",62035,1062017,0
14.12.2020,"0,91 zł",58797,968998,0
15.12.2020,"0,93 zł",62812,956429,0
16.12.2020,"0,93 zł",63138,980020,0
17.12.2020,"0,96 zł",66133,973337,0
18.12.2020,"1,00 zł",68257,1023525,0
19.12.2020,"1,03 zł",73846,1078252,0
20.12.2020,"1,06 zł",72220,1045197,0
21.12.2020,"1,05 zł",70651,977794,0
22.12.2020,"1,05 zł",78120,969469,0
23.12.2020,"1,14 zł",79065,1015643,0
24.12.2020,"1,27 zł",79599,977827,0
25.12.2020,"1,54 zł",77211,1020927,0
26.12.2020,"1,57 zł",76202,1086537,0
27.12.2020,"1,46 zł",62656,1067109,0
28.12.2020,"1,42 zł",72270,1033854,0
29.12.2020,"1,41 zł",73618,1033375,0
30.12.2020,"1,46 zł",79924,1056057,0
31.12.2020,"1,66 zł",82752,982583,0
01.01.2021,"1,99 zł",77317,1020715,0
02.01.2021,"1,88 zł",75074,1079804,0
03.01.2021,"1,83 zł",74905,1067795,0
04.01.2021,"1,63 zł",72263,1047477,0
05.01.2021,"1,51 zł",70179,1049455,0
06.01.2021,"1,48 zł",71643,1072613,0
07.01.2021,"1,50 zł",72120,1054597,0
08.01.2021,"1,60 zł",75469,1051904,0
09.01.2021,"1,77 zł",77991,1071693,0
10.01.2021,"1,85 zł",74301,1062232,0
11.01.2021,"1,84 zł",71361,991280,0
12.01.2021,"1,82 zł",74947,995788,0
13.01.2021,"1,92 zł",74198,998932,0
14.01.2021,"1,92 zł",75222,985870,0
15.01.2021,"1,95 zł",78848,1018160,0
16.01.2021,"2,06 zł",84736,1079783,0
17.01.2021,"2,05 zł",77065,1080127,0
18.01.2021,"2,06 zł",68156,987532,0
19.01.2021,"2,04 zł",68817,986711,0
20.01.2021,"2,01 zł",73301,1013052,0
21.01.2021,"2,03 zł",67675,1012235,0
22.01.2021,"2,04 zł",76070,1060724,0
23.01.2021,"2,05 zł",74445,1107826,0
24.01.2021,"2,02 zł",74803,1118387,0
25.01.2021,"1,98 zł",69755,1016356,0
26.01.2021,"1,92 zł",67058,1018800,0
27.01.2021,"1,85 zł",71469,1043216,0
28.01.2021,"1,58 zł",98876,1053503,0
29.01.2021,"1,75 zł",91095,1076999,0
30.01.2021,"1,84 zł",87010,1115786,0
31.01.2021,"1,79 zł",83060,1125411,0
01.02.2021,"1,76 zł",73577,1027088,0
02.02.2021,"1,75 zł",73348,1008757,0
03.02.2021,"1,70 zł",76745,1029603,0
04.02.2021,"1,71 zł",72225,1013800,0
05.02.2021,"1,75 zł",77944,1039577,0
06.02.2021,"1,78 zł",82720,1075574,0
07.02.2021,"1,77 zł",75133,1119604,0
08.02.2021,"1,73 zł",73489,1020802,0
09.02.2021,"1,73 zł",82169,1020303,0
10.02.2021,"1,71 zł",83212,1029544,0
11.02.2021,"1,80 zł",94184,1036074,0
12.02.2021,"1,82 zł",91378,1051602,0
13.02.2021,"1,84 zł",96616,1045646,0
14.02.2021,"1,79 zł",83638,1036840,0
15.02.2021,"1,76 zł",79325,1030571,0
16.02.2021,"1,80 zł",76828,1049741,0
17.02.2021,"1,80 zł",77210,1061470,0
18.02.2021,"1,77 zł",75900,1054605,0
19.02.2021,"1,81 zł",82233,1070445,0
20.02.2021,"1,87 zł",90670,1109654,0
21.02.2021,"1,91 zł",85709,1118611,0
22.02.2021,"1,94 zł",84606,1094706,0
23.02.2021,"2,02 zł",108633,1070591,0
24.02.2021,"2,20 zł",106129,1053941,0
25.02.2021,"2,37 zł",99338,1046663,0
26.02.2021,"2,54 zł",100839,1054435,0
27.02.2021,"2,74 zł",99403,1125838,0
28.02.2021,"2,75 zł",90126,1111889,0
01.03.2021,"2,59 zł",79198,1023120,0
02.03.2021,"2,50 zł",75526,1003860,0
03.03.2021,"2,42 zł",81823,1028293,0
04.03.2021,"2,40 zł",78620,1036729,0
05.03.2021,"2,44 zł",91892,1131887,0
06.03.2021,"2,55 zł",96440,1168536,0
07.03.2021,"2,60 zł",91354,1158039,0
08.03.2021,"2,52 zł",79263,1106575,0
09.03.2021,"2,50 zł",77595,1059727,0
10.03.2021,"2,48 zł",80973,1082860,0
11.03.2021,"2,46 zł",82956,1093173,0
12.03.2021,"2,48 zł",89151,1172585,0
13.03.2021,"2,47 zł",94730,1201993,0
14.03.2021,"2,40 zł",81098,1178958,0
15.03.2021,"2,31 zł",73984,1061596,0
16.03.2021,"2,25 zł",81994,1053151,0
17.03.2021,"2,21 zł",89324,1108228,0
18.03.2021,"2,25 zł",86648,1097727,0
19.03.2021,"2,27 zł",98006,1144971,0
20.03.2021,"2,30 zł",96527,1186105,0
21.03.2021,"2,23 zł",91011,1181114,0
22.03.2021,"2,22 zł",85908,1094711,0
23.03.2021,"2,22 zł",83083,1093322,0
24.03.2021,"2,25 zł",84274,1073382,0
25.03.2021,"2,30 zł",85161,1073766,0
26.03.2021,"2,34 zł",92473,1117310,0
27.03.2021,"2,38 zł",93627,1124240,0
28.03.2021,"2,36 zł",91066,1122312,0
29.03.2021,"2,38 zł",83740,1046706,0
30.03.2021,"2,36 zł",78649,1036758,0
31.03.2021,"2,41 zł",83289,1033211,0
01.04.2021,"2,46 zł",84908,1053509,0
02.04.2021,"2,49 zł",90829,1110758,0
03.04.2021,"2,50 zł",91014,1138311,0
04.04.2021,"2,48 zł",86601,1150982,0
05.04.2021,"2,51 zł",81361,1096738,0
06.04.2021,"2,46 zł",77410,1085149,0
07.04.2021,"2,32 zł",74293,1070209,0
08.04.2021,"2,12 zł",94803,1079320,0
09.04.2021,"2,14 zł",119716,1129251,0
10.04.2021,"2,08 zł",108614,1145336,0
11.04.2021,"2,01 zł",92652,1101657,0
12.04.2021,"2,03 zł",87020,1030824,0
13.04.2021,"2,01 zł",80353,1032624,0
14.04.2021,"2,07 zł",25930,959823,0
15.04.2021,"2,05 zł",99878,1048821,0
16.04.2021,"2,00 zł",92152,1112625,0
17.04.2021,"2,00 zł",90368,1122110,0
18.04.2021,"1,95 zł",82017,1088805,0
19.04.2021,"1,89 zł",80029,1005473,0
20.04.2021,"1,84 zł",75012,1009295,0
21.04.2021,"1,83 zł",75211,1015810,0
22.04.2021,"1,86 zł",77181,1020824,0
23.04.2021,"1,92 zł",87856,1127729,0
24.04.2021,"1,94 zł",87404,1102251,0
25.04.2021,"1,92 zł",82115,1115863,0
26.04.2021,"1,92 zł",76745,1012853,0
27.04.2021,"1,93 zł",73556,1025198,0
28.04.2021,"1,93 zł",71974,992049,0
29.04.2021,"1,93 zł",70768,972781,0
30.04.2021,"1,94 zł",86127,1022875,0
01.05.2021,"1,94 zł",80334,952439,0
02.05.2021,"1,91 zł",80430,977703,0
03.05.2021,"1,87 zł",81589,988108,0
04.05.2021,"1,63 zł",113580,1088168,0
05.05.2021,"1,60 zł",95899,1040111,0
06.05.2021,"1,58 zł",87456,1016313,0
07.05.2021,"1,63 zł",92336,978012,0
08.05.2021,"1,64 zł",90929,1029897,0
09.05.2021,"1,63 zł",86672,981130,0
10.05.2021,"1,62 zł",81951,968851,0
11.05.2021,"1,60 zł",80594,943235,0
12.05.2021,"1,61 zł",84834,964303,0
13.05.2021,"1,60 zł",80714,986626,0
14.05.2021,"1,62 zł",89592,1006940,0
15.05.2021,"1,64 zł",96554,1030227,0
16.05.2021,"1,63 zł",84773,1020628,0
17.05.2021,"1,58 zł",73699,918526,0
18.05.2021,"1,54 zł",75045,926647,0
19.05.2021,"1,48 zł",73055,935159,0
20.05.2021,"1,45 zł",77575,937617,0
21.05.2021,"1,45 zł",81921,953534,0
22.05.2021,"1,49 zł",86681,998970,0
23.05.2021,"1,44 zł",80162,963175,0
24.05.2021,"1,44 zł",77813,931911,0
25.05.2021,"1,43 zł",72313,914002,0
26.05.2021,"1,43 zł",74457,935117,0
27.05.2021,"1,44 zł",76303,933185,0
28.05.2021,"1,44 zł",84367,940497,0
29.05.2021,"1,44 zł",84056,970800,0
30.05.2021,"1,43 zł",84573,956249,0
31.05.2021,"1,43 zł",79533,898663,0
01.06.2021,"1,42 zł",69356,892929,0
02.06.2021,"1,43 zł",72435,910117,0
03.06.2021,"1,40 zł",74504,929940,0
04.06.2021,"1,48 zł",105078,918403,0
05.06.2021,"1,56 zł",99460,891795,0
06.06.2021,"1,47 zł",76587,890085,0
07.06.2021,"1,41 zł",71390,836590,0
08.06.2021,"1,41 zł",70523,819509,0
09.06.2021,"1,42 zł",75749,837448,0
10.06.2021,"1,41 zł",71134,843785,0
11.06.2021,"1,42 zł",73238,833109,0
12.06.2021,"1,42 zł",78605,828350,0
13.06.2021,"1,42 zł",81056,852807,0
14.06.2021,"1,41 zł",73421,803038,0
15.06.2021,"1,41 zł",71803,788472,0
16.06.2021,"1,39 zł",67866,775388,0
17.06.2021,"1,38 zł",69436,773086,0
18.06.2021,"1,37 zł",71724,824114,0
19.06.2021,"1,39 zł",73012,775987,0
20.06.2021,"1,35 zł",71765,806350,0
21.06.2021,"1,28 zł",70089,791727,0
22.06.2021,"1,25 zł",71299,788748,0
23.06.2021,"1,20 zł",65348,772009,0
24.06.2021,"1,11 zł",73118,789025,0
25.06.2021,"1,09 zł",77006,797678,0
26.06.2021,"1,07 zł",73063,782173,0
27.06.2021,"1,09 zł",70679,769535,0
28.06.2021,"1,06 zł",70059,748956,0
29.06.2021,"1,05 zł",69165,754001,0
30.06.2021,"1,02 zł",66086,758774,0
01.07.2021,"1,01 zł",64563,756820,0
02.07.2021,"1,03 zł",67923,763249,0
03.07.2021,"1,03 zł",67211,766510,0
04.07.2021,"0,99 zł",64591,758622,0
05.07.2021,"0,96 zł",64440,751053,0
06.07.2021,"0,94 zł",64977,730528,0
07.07.2021,"0,91 zł",62992,739924,0
08.07.2021,"0,85 zł",59672,721844,0
09.07.2021,"0,84 zł",60023,699940,0
10.07.2021,"0,85 zł",60507,717506,0
11.07.2021,"0,83 zł",56494,737835,0
12.07.2021,"0,78 zł",57678,727427,0
13.07.2021,"0,74 zł",53992,732964,0
14.07.2021,"0,75 zł",65245,721986,0
15.07.2021,"0,76 zł",60382,719045,0
16.07.2021,"0,78 zł",61263,716694,0
17.07.2021,"0,80 zł",58126,722621,0
18.07.2021,"0,78 zł",56489,739355,0
19.07.2021,"0,75 zł",57970,733470,0
20.07.2021,"0,76 zł",55989,729240,0
21.07.2021,"0,74 zł",58216,727854,0
22.07.2021,"0,73 zł",55056,722573,0
23.07.2021,"0,73 zł",61535,735572,0
24.07.2021,"0,75 zł",60131,728882,0
25.07.2021,"0,74 zł",61334,752672,0
26.07.2021,"0,74 zł",58256,729177,0
27.07.2021,"0,77 zł",40239,724546,0
28.07.2021,"0,77 zł",65584,731578,0
29.07.2021,"0,73 zł",67825,735700,0
30.07.2021,"0,74 zł",70521,735589,0
31.07.2021,"0,77 zł",65539,737865,0
01.08.2021,"0,78 zł",64437,730208,0
02.08.2021,"0,76 zł",66570,735987,0
03.08.2021,"0,78 zł",63958,733646,0
04.08.2021,"0,79 zł",61281,746905,0
05.08.2021,"0,83 zł",61284,739455,0
06.08.2021,"0,79 zł",68793,758084,0
07.08.2021,"0,78 zł",66991,759183,0
08.08.2021,"0,78 zł",64155,778303,0
09.08.2021,"0,75 zł",62804,741799,0
10.08.2021,"0,72 zł",60820,741606,0
11.08.2021,"0,70 zł",59770,742259,0
12.08.2021,"0,68 zł",58471,736536,0
13.08.2021,"0,68 zł",64529,726366,0
14.08.2021,"0,68 zł",63510,727424,0
15.08.2021,"0,68 zł",60417,766406,0
16.08.2021,"0,63 zł",60765,739473,0
17.08.2021,"0,62 zł",58327,736982,0
18.08.2021,"0,61 zł",60118,747855,0
19.08.2021,"0,61 zł",60340,751249,0
20.08.2021,"0,62 zł",65393,754472,0
21.08.2021,"0,63 zł",64672,765017,0
22.08.2021,"0,63 zł",67431,781459,0
23.08.2021,"0,63 zł",62172,760504,0
24.08.2021,"0,61 zł",64199,762306,0
25.08.2021,"0,61 zł",63500,761705,0
26.08.2021,"0,61 zł",63535,772924,0
27.08.2021,"0,62 zł",68720,772319,0
28.08.2021,"0,65 zł",65925,769218,0
29.08.2021,"0,63 zł",59354,804133,0
30.08.2021,"0,62 zł",63391,780285,0
31.08.2021,"0,64 zł",63751,763104,0
01.09.2021,"0,65 zł",58667,741011,0
02.09.2021,"0,68 zł",59243,719796,0
03.09.2021,"0,69 zł",67125,768149,0
04.09.2021,"0,69 zł",71928,815090,0
05.09.2021,"0,70 zł",68197,799078,0
06.09.2021,"0,69 zł",58892,733141,0
07.09.2021,"0,66 zł",57449,726125,0
08.09.2021,"0,63 zł",54621,726141,0
09.09.2021,"0,63 zł",58031,722206,0
10.09.2021,"0,62 zł",71583,774125,0
11.09.2021,"0,61 zł",76014,822506,0
12.09.2021,"0,62 zł",76662,803251,0
13.09.2021,"0,63 zł",65131,740533,0
14.09.2021,"0,60 zł",58947,742765,0
15.09.2021,"0,62 zł",58184,746009,0
16.09.2021,"0,61 zł",66071,769913,0
17.09.2021,"0,61 zł",75093,793807,0
18.09.2021,"0,60 zł",75338,866697,0
19.09.2021,"0,60 zł",67942,889242,0
20.09.2021,"0,59 zł",60040,805124,0
21.09.2021,"0,58 zł",58128,752135,0
22.09.2021,"0,42 zł",94862,949817,1
23.09.2021,"0,34 zł",70822,875772,0
24.09.2021,"0,33 zł",64333,913367,0
25.09.2021,"0,33 zł",69940,895908,0
26.09.2021,"0,34 zł",61027,873386,0
27.09.2021,"0,33 zł",50728,775285,0
28.09.2021,"0,32 zł",56331,757827,0
29.09.2021,"0,31 zł",57380,801358,0
30.09.2021,"0,29 zł",53822,821019,0
01.10.2021,"0,32 zł",56971,812501,0
02.10.2021,"0,31 zł",64641,832243,0
03.10.2021,"0,29 zł",62580,866030,0
04.10.2021,"0,27 zł",51021,777988,0
05.10.2021,"0,28 zł",55332,789100,0
06.10.2021,"0,26 zł",55235,798637,0
07.10.2021,"0,24 zł",50976,761673,0
08.10.2021,"0,26 zł",56730,759077,0
09.10.2021,"0,27 zł",57224,851986,0
10.10.2021,"0,25 zł",51030,826577,0
11.10.2021,"0,25 zł",49168,715717,0
12.10.2021,"0,25 zł",48646,703559,0
13.10.2021,"0,24 zł",51450,735500,0
14.10.2021,"0,23 zł",51803,739776,0
15.10.2021,"0,23 zł",53847,787298,0
16.10.2021,"0,23 zł",61907,817181,0
17.10.2021,"0,23 zł",52154,763733,0
18.10.2021,"0,23 zł",47491,684589,0
19.10.2021,"0,23 zł",49752,696380,0
20.10.2021,"0,24 zł",49207,721991,0
21.10.2021,"0,22 zł",44517,716013,0
22.10.2021,"0,19 zł",71798,794754,0
23.10.2021,"0,20 zł",64714,822157,0
24.10.2021,"0,19 zł",51540,803183,0
25.10.2021,"0,18 zł",54080,713094,0
26.10.2021,"0,18 zł",50209,750923,0
27.10.2021,"0,19 zł",54938,770805,0
28.10.2021,"0,17 zł",56743,749557,0
29.10.2021,"0,17 zł",70099,850162,0
30.10.2021,"0,17 zł",64084,842336,0
31.10.2021,"0,17 zł",65059,799451,0
01.11.2021,"0,17 zł",55611,781083,0
02.11.2021,"0,17 zł",54945,790510,0
03.11.2021,"0,16 zł",61808,810291,0
04.11.2021,"0,17 zł",60206,791542,0
05.11.2021,"0,17 zł",52296,854228,0
06.11.2021,"0,16 zł",59582,796715,0
07.11.2021,"0,17 zł",62748,878192,0
08.11.2021,"0,17 zł",62062,775266,0
09.11.2021,"0,16 zł",61349,763398,0
10.11.2021,"0,15 zł",68016,777281,0
11.11.2021,"0,16 zł",61171,770276,0
12.11.2021,"0,15 zł",57008,857244,0
13.11.2021,"0,15 zł",60456,904117,0
14.11.2021,"0,16 zł",57850,870591,0
15.11.2021,"0,16 zł",49660,761068,0
16.11.2021,"0,15 zł",49789,746214,0
17.11.2021,"0,16 zł",54151,815502,0
18.11.2021,"0,16 zł",51406,811481,0
19.11.2021,"0,15 zł",55763,862191,0
20.11.2021,"0,15 zł",62313,944330,0
21.11.2021,"0,16 zł",58245,880722,0
22.11.2021,"0,16 zł",52910,772757,0
23.11.2021,"0,16 zł",51672,778520,0
24.11.2021,"0,15 zł",58103,787463,0
25.11.2021,"0,16 zł",64855,775470,0
26.11.2021,"0,16 zł",68572,873301,0
27.11.2021,"0,16 zł",65801,941571,0
28.11.2021,"0,17 zł",66775,915791,0
29.11.2021,"0,17 zł",62163,801498,0
30.11.2021,"0,15 zł",82938,812826,0
01.12.2021,"0,16 zł",71645,830006,0
02.12.2021,"0,16 zł",60145,735739,0
03.12.2021,"0,18 zł",74514,876314,0
04.12.2021,"0,17 zł",74131,935232,0
05.12.2021,"0,17 zł",76487,950586,0
06.12.2021,"0,18 zł",56114,802622,0
07.12.2021,"0,17 zł",56049,808506,0
08.12.2021,"0,17 zł",57253,825641,0
09.12.2021,"0,18 zł",52895,810138,0
10.12.2021,"0,19 zł",61937,886487,0
11.12.2021,"0,19 zł",69576,938618,0
12.12.2021,"0,19 zł",64816,887983,0
13.12.2021,"0,18 zł",53830,773226,0
14.12.2021,"0,19 zł",52371,783556,0
15.12.2021,"0,17 zł",57352,731836,0
16.12.2021,"0,17 zł",55462,743366,0
17.12.2021,"0,18 zł",55724,807333,0
18.12.2021,"0,17 zł",58106,905816,0
19.12.2021,"0,17 zł",59545,802709,0
20.12.2021,"0,17 zł",58522,760785,0
21.12.2021,"0,18 zł",58330,801759,0
22.12.2021,"0,17 zł",56338,795569,0
23.12.2021,"0,16 zł",59798,765477,0
24.12.2021,"0,18 zł",73617,842137,0
25.12.2021,"0,20 zł",70761,822397,0
26.12.2021,"0,18 zł",73154,795472,0
27.12.2021,"0,18 zł",70385,782192,0
28.12.2021,"0,18 zł",68281,784752,0
29.12.2021,"0,18 zł",77361,811521,0
30.12.2021,"0,18 zł",79483,804141,0
31.12.2021,"0,20 zł",73665,779880,0
01.01.2022,"0,20 zł",74582,798402,0
02.01.2022,"0,19 zł",68762,867147,0
03.01.2022,"0,19 zł",67573,802899,0
04.01.2022,"0,18 zł",61941,804344,0
05.01.2022,"0,18 zł",70666,803469,0
06.01.2022,"0,19 zł",103711,797182,0
07.01.2022,"0,19 zł",69293,830034,0
08.01.2022,"0,23 zł",78577,869250,0
09.01.2022,"0,23 zł",66579,881051,0
10.01.2022,"0,24 zł",65346,745151,0
11.01.2022,"0,21 zł",56496,783116,0
12.01.2022,"0,22 zł",63296,730785,0
13.01.2022,"0,22 zł",59421,759311,0
14.01.2022,"0,22 zł",81393,819812,0
15.01.2022,"0,21 zł",78484,890445,0
16.01.2022,"0,21 zł",74098,906996,0
17.01.2022,"0,23 zł",67218,792579,0
18.01.2022,"0,21 zł",66152,797267,0
19.01.2022,"0,21 zł",66153,812721,0
20.01.2022,"0,22 zł",69428,825195,0
21.01.2022,"0,23 zł",97215,952320,0
22.01.2022,"0,23 zł",100912,983565,0
23.01.2022,"0,23 zł",94113,992455,0
24.01.2022,"0,22 zł",73589,897652,0
25.01.2022,"0,22 zł",78472,896113,0
26.01.2022,"0,23 zł",79628,899565,0
27.01.2022,"0,22 zł",80880,911275,0
28.01.2022,"0,22 zł",98794,913875,0
29.01.2022,"0,23 zł",99523,958585,0
30.01.2022,"0,23 zł",95761,969791,0
31.01.2022,"0,23 zł",91294,872819,0
01.02.2022,"0,23 zł",87726,867099,0
02.02.2022,"0,23 zł",91801,851602,0
03.02.2022,"0,22 zł",85601,855215,0
04.02.2022,"0,24 zł",85050,892056,0
05.02.2022,"0,24 zł",88312,930346,0
06.02.2022,"0,25 zł",86069,964971,0
07.02.2022,"0,24 zł",72564,892332,0
08.02.2022,"0,22 zł",71990,897336,0
09.02.2022,"0,22 zł",72254,907026,0
10.02.2022,"0,23 zł",73018,912317,0
11.02.2022,"0,22 zł",82762,933423,0
12.02.2022,"0,22 zł",90032,959550,0
13.02.2022,"0,22 zł",78000,989793,0
14.02.2022,"0,22 zł",67541,848698,0
15.02.2022,"0,22 zł",65538,866853,0
16.02.2022,"0,21 zł",65375,860331,0
17.02.2022,"0,22 zł",66504,858437,0
18.02.2022,"0,23 zł",79059,895336,0
19.02.2022,"0,22 zł",82882,979369,0
20.02.2022,"0,23 zł",76528,979085,0
21.02.2022,"0,21 zł",65167,867644,0
22.02.2022,"0,21 zł",66611,886195,0
23.02.2022,"0,22 zł",69372,898714,0
24.02.2022,"0,22 zł",70085,840791,0
25.02.2022,"0,23 zł",71011,904216,0
26.02.2022,"0,23 zł",80501,982577,0
27.02.2022,"0,22 zł",77286,997730,0
28.02.2022,"0,23 zł",100144,870951,0
01.03.2022,"0,22 zł",133673,878083,0
02.03.2022,"0,24 zł",94435,865411,0
03.03.2022,"0,23 zł",86865,833370,0
04.03.2022,"0,24 zł",96075,921636,0
05.03.2022,"0,26 zł",98882,992082,0
06.03.2022,"0,25 zł",94494,963573,0
07.03.2022,"0,25 zł",90310,846631,0
08.03.2022,"0,23 zł",109629,852533,0
09.03.2022,"0,25 zł",85601,823266,0
10.03.2022,"0,26 zł",86561,837396,0
11.03.2022,"0,27 zł",74759,933990,0
12.03.2022,"0,25 zł",82391,993808,0
13.03.2022,"0,25 zł",83488,970574,0
14.03.2022,"0,26 zł",74308,837287,0
15.03.2022,"0,25 zł",75603,833236,0
16.03.2022,"0,26 zł",78604,819213,0
17.03.2022,"0,26 zł",80697,865219,0
18.03.2022,"0,29 zł",86525,929397,0
19.03.2022,"0,28 zł",96723,992661,0
20.03.2022,"0,27 zł",96269,961741,0
21.03.2022,"0,31 zł",94235,859106,0
22.03.2022,"0,34 zł",142142,862378,0
23.03.2022,"0,42 zł",153902,861039,0
24.03.2022,"0,43 zł",93197,867249,0
25.03.2022,"0,39 zł",85277,930974,0
26.03.2022,"0,38 zł",86536,988497,0
27.03.2022,"0,37 zł",89418,974648,0
28.03.2022,"0,35 zł",74149,860604,0
29.03.2022,"0,34 zł",79959,845448,0
30.03.2022,"0,34 zł",73530,834647,0
