Data,Price,Voulme,Players,Events
23.01.2024,"1,55 zł",81594,868187,0
24.01.2024,"1,49 zł",104585,944712,0
25.01.2024,"1,40 zł",81543,959501,0
26.01.2024,"1,39 zł",74954,939403,0
27.01.2024,"1,41 zł",82957,984175,0
28.01.2024,"1,39 zł",77538,1017356,0
29.01.2024,"1,36 zł",74199,953444,0
30.01.2024,"1,35 zł",64267,938210,0
31.01.2024,"1,31 zł",115068,988269,0
01.02.2024,"1,24 zł",95322,962041,0
02.02.2024,"1,24 zł",88073,959924,0
03.02.2024,"1,29 zł",95473,1018977,0
04.02.2024,"1,47 zł",100204,1097956,0
05.02.2024,"1,56 zł",69708,977681,0
06.02.2024,"1,46 zł",69104,960732,0
07.02.2024,"1,28 zł",338027,1086164,0
08.02.2024,"1,14 zł",133933,1018492,0
09.02.2024,"1,17 zł",135710,929532,0
10.02.2024,"1,23 zł",125997,1019582,0
11.02.2024,"1,26 zł",117475,1092995,0
12.02.2024,"1,28 zł",93049,1006600,0
13.02.2024,"1,27 zł",91484,1021875,0
14.02.2024,"1,17 zł",137597,1077783,0
15.02.2024,"1,16 zł",122030,1088271,0
16.02.2024,"1,16 zł",121229,1114321,0
17.02.2024,"1,16 zł",134607,1227043,0
18.02.2024,"1,16 zł",127811,1282516,0
19.02.2024,"1,15 zł",99699,1134401,0
20.02.2024,"1,12 zł",97160,1130995,0
21.02.2024,"1,07 zł",135602,1212422,0
22.02.2024,"1,06 zł",107736,1236270,0
23.02.2024,"1,08 zł",123243,1235393,0
24.02.2024,"1,12 zł",110961,1260109,0
25.02.2024,"1,12 zł",103034,1345776,0
26.02.2024,"1,13 zł",86227,1245530,0
27.02.2024,"1,15 zł",87513,1237154,0
28.02.2024,"1,13 zł",132641,1347519,0
29.02.2024,"1,19 zł",143804,1294403,0
01.03.2024,"1,26 zł",120225,1403250,0
02.03.2024,"1,29 zł",123116,1474396,0
03.03.2024,"1,31 zł",103486,1497245,0
04.03.2024,"1,30 zł",87745,1384618,0
05.03.2024,"1,28 zł",93688,1364426,0
06.03.2024,"1,23 zł",137240,1436893,0
07.03.2024,"1,22 zł",118970,1457077,0
08.03.2024,"1,23 zł",116667,1481977,0
09.03.2024,"1,25 zł",110363,1525069,0
10.03.2024,"1,24 zł",104880,1491648,0
11.03.2024,"1,23 zł",90570,1369331,0
12.03.2024,"1,22 zł",90463,1365799,0
13.03.2024,"1,17 zł",130786,1461951,0
14.03.2024,"1,15 zł",166861,1447897,0
15.03.2024,"1,13 zł",127741,1474990,0
16.03.2024,"1,16 zł",123706,1490175,0
17.03.2024,"1,17 zł",103722,1425033,0
18.03.2024,"1,17 zł",87106,1322133,0
19.03.2024,"1,17 zł",79373,1344997,0
20.03.2024,"1,12 zł",123766,1438958,0
21.03.2024,"1,09 zł",120571,1365713,0
22.03.2024,"1,16 zł",93840,1443875,0
23.03.2024,"1,17 zł",109104,1520809,0
24.03.2024,"1,19 zł",100066,1521796,0
25.03.2024,"1,22 zł",79024,1399331,0
26.03.2024,"1,23 zł",80313,1395971,0
27.03.2024,"1,17 zł",119773,1491977,0
28.03.2024,"1,18 zł",98299,1449131,0
29.03.2024,"1,22 zł",103341,1518402,0
30.03.2024,"1,25 zł",99891,1510291,0
31.03.2024,"1,27 zł",95765,1484422,0
01.04.2024,"1,28 zł",92819,1491700,0
02.04.2024,"1,23 zł",78775,1456925,0
03.04.2024,"1,18 zł",119975,1501510,0
04.04.2024,"1,17 zł",96972,1424575,0
05.04.2024,"1,21 zł",98671,1446495,0
06.04.2024,"1,23 zł",98470,1519645,0
07.04.2024,"1,23 zł",95546,1618685,0
08.04.2024,"1,23 zł",75684,1505107,0
09.04.2024,"1,23 zł",89740,1490672,0
10.04.2024,"1,19 zł",120700,1589632,0
11.04.2024,"1,21 zł",109415,1517906,0
12.04.2024,"1,24 zł",117753,1579906,0
13.04.2024,"1,22 zł",102968,1588811,0
14.04.2024,"1,21 zł",97402,1582155,0
15.04.2024,"1,22 zł",83559,1445606,0
16.04.2024,"1,21 zł",84585,1468403,0
17.04.2024,"1,18 zł",132549,1107242,0
Suma całkowita,"1,54 zł",120304102,,
