Data,Price,Volume,Players,Events
02-18-2024,"1,16 zł",127811,1282516,0
02-19-2024,"1,15 zł",99699,1134401,0
02-20-2024,"1,12 zł",97160,1130995,0
02-21-2024,"1,07 zł",135602,1212422,0
02-22-2024,"1,06 zł",107736,1236270,0
02-23-2024,"1,08 zł",123243,1235393,0
02-24-2024,"1,12 zł",110961,1260109,0
02-25-2024,"1,12 zł",103034,1345776,0
02-26-2024,"1,13 zł",86227,1245530,0
02-27-2024,"1,15 zł",87513,1237154,0
02-28-2024,"1,13 zł",132641,1347519,0
02-29-2024,"1,19 zł",143804,1294403,0
03-01-2024,"1,26 zł",120225,1403250,0
03-02-2024,"1,29 zł",123116,1474396,0
03-03-2024,"1,31 zł",103486,1497245,0
03-04-2024,"1,30 zł",87745,1384618,0
03-05-2024,"1,28 zł",93688,1364426,0
03-06-2024,"1,23 zł",137240,1436893,0
03-07-2024,"1,22 zł",118970,1457077,0
03-08-2024,"1,23 zł",116667,1481977,0
03-09-2024,"1,25 zł",110363,1525069,0
03-10-2024,"1,24 zł",104880,1491648,0
03-11-2024,"1,23 zł",90570,1369331,0
03-12-2024,"1,22 zł",90463,1365799,0
03-13-2024,"1,17 zł",130786,1461951,0
03-14-2024,"1,15 zł",166861,1447897,0
03-15-2024,"1,13 zł",127741,1474990,0
03-16-2024,"1,16 zł",123706,1490175,0
03-17-2024,"1,17 zł",103722,1425033,0
03-18-2024,"1,17 zł",87106,1322133,0
03-19-2024,"1,17 zł",79373,1344997,0
03-20-2024,"1,12 zł",123766,1438958,0
03-21-2024,"1,09 zł",120571,1365713,0
03-22-2024,"1,16 zł",93840,1443875,0
03-23-2024,"1,17 zł",109104,1520809,0
03-24-2024,"1,19 zł",100066,1521796,0
03-25-2024,"1,22 zł",79024,1399331,0
03-26-2024,"1,23 zł",80313,1395971,0
03-27-2024,"1,17 zł",119773,1491977,0
03-28-2024,"1,18 zł",98299,1449131,0
03-29-2024,"1,22 zł",103341,1518402,0
03-30-2024,"1,25 zł",99891,1510291,0
03-31-2024,"1,27 zł",95765,1484422,0
04-01-2024,"1,28 zł",92819,1491700,0
04-02-2024,"1,23 zł",78775,1456925,0
04-03-2024,"1,18 zł",119975,1501510,0
04-04-2024,"1,17 zł",96972,1424575,0
04-05-2024,"1,21 zł",98671,1446495,0
04-06-2024,"1,23 zł",98470,1519645,0
04-07-2024,"1,23 zł",95546,1618685,0
04-08-2024,"1,23 zł",75684,1505107,0
04-09-2024,"1,23 zł",89740,1490672,0
04-10-2024,"1,19 zł",120700,1589632,0
04-11-2024,"1,21 zł",109415,1517906,0
04-12-2024,"1,24 zł",117753,1579906,0
04-13-2024,"1,22 zł",102968,1588811,0
04-14-2024,"1,21 zł",97402,1582155,0
04-15-2024,"1,22 zł",83559,1445606,0
04-16-2024,"1,21 zł",84585,1468403,0
04-17-2024,"1,18 zł",132549,1107242,0
Suma całkowita,"1,54 zł",120304102,,
